sample_index,image_file,original_overall_dice,original_macro_class_dice,ignore_class_macro_dice,original_overall_jaccard,original_macro_class_jaccard,ignore_class_macro_jaccard
398,102_1_6_44_jpg.rf.af04a58e7abe33df5f274eb526e1fa2c.jpg,0.9460474252700806,0.9865118265151978,0.9820158084233602,0.8976185321807861,0.9744046330451965,0.9658728440602621
704,15_242_208_17_25_jpg.rf.6a0134d709287b17aae2ca658a6b1cca.jpg,0.9462687969207764,0.9865671992301941,0.9820895989735922,0.8980172276496887,0.974504292011261,0.9660057425498962
513,15_242_208_26_8_jpg.rf.a705bd40066f08c7a32e39ee73309194.jpg,0.9465591311454773,0.9866397976875305,0.9821863770484924,0.8985403776168823,0.974635124206543,0.9661801258722941
191,201_2_12_23_jpg.rf.09398b0c533c757be49f33389f291608.jpg,0.9465627670288086,0.9866406917572021,0.9821875890096029,0.8985468745231628,0.9746367335319519,0.966182291507721
237,18_229_Masson_202_36_19_jpg.rf.a23bdf388b2b72425f4b7a070a61fb33.jpg,0.9466981291770935,0.9866745471954346,0.9822327097256979,0.8987908959388733,0.9746977090835571,0.9662636319796244
658,15_242_202_127_88_jpg.rf.eb017e7d5d97723d9b4845f36d311dd9.jpg,0.9467302560806274,0.9866825342178345,0.9822434186935425,0.8988487720489502,0.9747121930122375,0.9662829240163168
525,15_242_208_23_14_jpg.rf.5fa79f51a4f8986cbd48ed919ae32008.jpg,0.9467669129371643,0.9866917133331299,0.9822556376457214,0.8989148736000061,0.9747287034988403,0.9663049578666687
138,15_242_208_33_10_jpg.rf.a5163fee8d2a1eb54f71237d09ee91a1.jpg,0.9470159411430359,0.9867540001869202,0.9823386470476786,0.8993639945983887,0.9748409986495972,0.9664546648661295
496,18_228_Masson_505_103_36_jpg.rf.76c8e3ba422ef173f41552153de4038c.jpg,0.947100043296814,0.9867750406265259,0.982366681098938,0.899515688419342,0.9748789072036743,0.966505229473114
154,201_1_15_64_jpg.rf.1095b3442afc82f05426c72b5e84dece.jpg,0.947150707244873,0.9867876768112183,0.9823835690816244,0.8996070623397827,0.9749017953872681,0.9665356874465942
706,15_242_208_30_10_jpg.rf.92ef2fba50cf90fa50ead15ed4c0656f.jpg,0.9481911063194275,0.9870477914810181,0.9827303687731425,0.9014860987663269,0.9753715395927429,0.967162032922109
726,15_242_202_56_109_jpg.rf.013157b51db1bf3e3987388367e23469.jpg,0.9482256174087524,0.9870563745498657,0.9827418724695841,0.9015485644340515,0.9753871560096741,0.9671828548113505
